episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
0,31.0,-3.5425941716699474,-1.3910400797403417,-170.3064769944031,-30.0,4.0,[-30.0 4.0],1.001,False,False,4.694047434221676,8,59.90599783360937,26.105,in_progress,0.0
0,32.0,-3.6629154800954318,-1.3978267921753431,-173.084859289456,-7.193293359774721,2.6344331328988115,[-7.193293359774721 2.6344331328988115],1.001,False,False,4.894544497829416,8,59.90599783360937,26.173,in_progress,0.0
0,33.0,-3.7866405796904425,-1.389821242602722,-177.6722862215615,-21.094700198867628,3.3461110187995375,[-21.094700198867628 3.3461110187995375],1.001,False,False,5.10107813424013,9,59.90599783360937,26.238,in_progress,0.0
0,34.0,-3.9220910668145343,-1.3686056619606366,176.20343661062697,14.593264645970244,3.931707002613274,[14.593264645970244 3.931707002613274],1.001,False,False,5.32398638531649,9,59.90599783360937,26.303,in_progress,0.0
0,35.0,-4.062547061183208,-1.3476217695811687,172.6273225746071,30.0,4.0,[30.0 4.0],1.001,False,False,5.558581436896553,9,59.90599783360937,26.362,in_progress,0.0
0,36.0,-4.228341714505245,-1.3434058595248197,175.22262529363857,-16.884288854029933,3.7667867503656947,[-16.884288854029933 3.7667867503656947],1.001,False,False,5.835364723413539,10,59.90599783360937,26.438,in_progress,0.0
0,37.0,-4.407342574842345,-1.3396817692596994,177.311332357177,-25.14561751685167,1.789337370377041,[-25.14561751685167 1.789337370377041],1.001,False,False,6.1192372282031275,10,59.90599783360937,26.497,in_progress,0.0
0,38.0,-4.575689490707267,-1.3194460928017002,175.32010476082718,-24.61040948490162,4.0,[-24.61040948490162 4.0],1.001,False,False,6.400942597351651,11,59.90599783360937,26.57,in_progress,0.0
0,39.0,-4.730889247304159,-1.2799568930267118,169.4078455761241,-30.0,4.0,[-30.0 4.0],1.001,False,False,6.6311242354205016,11,59.90599783360937,26.641,in_progress,0.0
0,40.0,-4.910277805786353,-1.2078768884079127,160.70730442617253,30.0,0.6024568022314191,[30.0 0.6024568022314191],1.001,False,False,6.9376722024312025,12,59.90599783360937,26.707,in_progress,0.0
0,41.0,-5.071232650605911,-1.132680617967493,151.8146360440843,-30.0,3.49137909827868,[-30.0 3.49137909827868],1.001,False,False,7.184580692081447,12,59.90599783360937,26.771,in_progress,0.0
0,42.0,-5.2117514780443575,-1.0690082363255884,148.63785800802566,30.0,0.9891037911476883,[30.0 0.9891037911476883],2.0,False,True,7.430145156766306,13,59.90599783360937,26.839,in_progress,0.0
0,43.0,-5.356168539707085,-0.9921355993668466,144.66428495533262,-30.0,0.606999508532142,[-30.0 0.606999508532142],3.0,False,True,7.65761935154411,13,59.90599783360937,26.903,in_progress,0.0
0,44.0,-5.479583518908428,-0.9275441991932208,143.13027154759558,30.0,4.0,[30.0 4.0],3.0,False,True,7.880559464631665,14,59.90599783360937,26.97,in_progress,0.0
0,45.0,-5.613519458760628,-0.8519882501930859,145.87292184256694,30.0,3.932687434100912,[30.0 3.932687434100912],4.0,False,True,8.090929784060954,14,59.90599783360937,27.037,in_progress,0.0
0,46.0,-5.7486188018710935,-0.7955881406023847,152.25915430142786,30.0,0.5,[30.0 0.5],4.0,False,True,8.334957237594308,14,59.90599783360937,27.104,in_progress,0.0
0,47.0,-5.888161430411384,-0.7565433207080225,161.34777237423697,-30.0,4.0,[-30.0 4.0],4.0,False,True,8.576267993437323,15,59.90599783360937,27.176,in_progress,0.0
0,48.0,-6.029396188972731,-0.7136148301383234,168.22636159623207,-30.0,0.5,[-30.0 0.5],4.0,False,True,8.76542241196874,15,59.90599783360937,27.243,in_progress,0.0
0,49.0,-6.155987284166945,-0.648739426239062,169.09742180051768,30.0,0.5,[30.0 0.5],3.0,False,True,9.001996231910146,16,59.90599783360937,27.304,in_progress,0.0
0,50.0,-6.26279999044425,-0.5840015109183471,164.95574889861018,-16.626929357475067,2.7571571592429303,[-16.626929357475067 2.7571571592429303],3.0,False,True,9.183101890392283,16,59.90599783360937,27.369,in_progress,0.0
0,51.0,-6.3670185210656465,-0.522814104745712,158.54875626080099,-30.0,0.5,[-30.0 0.5],3.0,False,True,9.332858076528257,16,59.90599783360937,27.439,in_progress,0.0
0,52.0,-6.462018191449531,-0.45132119150413763,150.7622908264017,-11.4372248924006,2.2597961231680967,[-11.4372248924006 2.2597961231680967],3.0,False,True,9.529003455297607,17,59.90599783360937,27.499,in_progress,0.0
0,53.0,-6.548520361626484,-0.3834530833977564,146.94814407552852,-30.0,3.780184701277351,[-30.0 3.780184701277351],3.0,False,True,9.710915846056292,17,59.90599783360937,27.565,in_progress,0.0
0,54.0,-6.653157740869969,-0.3006487143730356,144.15706480664196,16.574477636161035,2.5695212333650326,[16.574477636161035 2.5695212333650326],2.0,False,True,9.823915330880816,17,59.90599783360937,27.626,in_progress,0.0
0,55.0,-6.767076896727926,-0.20932673370426585,142.65605164843063,-6.254491773193198,3.6019564739994085,[-6.254491773193198 3.6019564739994085],2.0,False,True,10.052051770361043,18,59.90599783360937,27.668,in_progress,0.0
0,56.0,-6.878107829408632,-0.1327649018810858,143.9964497728034,-7.338114840290402,3.0474489665553097,[-7.338114840290402 3.0474489665553097],1.5,False,True,10.256538250986182,18,59.90599783360937,27.761,in_progress,0.0
0,57.0,-6.9911631907519,-0.043264335426401665,142.78789464601147,-30.0,0.6341052738550715,[-30.0 0.6341052738550715],1.001,False,False,10.323777494042073,18,59.90599783360937,27.839,in_progress,0.0
0,58.0,-7.115230886008745,0.06592374794368902,139.9037795964483,30.0,0.5,[30.0 0.5],1.001,False,False,10.562716730836838,18,59.90599783360937,27.904,in_progress,0.0
0,59.0,-7.214104503330244,0.15196843540543686,138.67185951095948,17.956197933852167,0.5,[17.956197933852167 0.5],1.001,False,False,10.751599737836289,19,59.90599783360937,27.971,in_progress,0.0
0,60.0,-7.316379516534174,0.22651880898557547,141.00279236290154,30.0,1.3826495024867336,[30.0 1.3826495024867336],1.001,True,False,10.84614524750073,19,59.90599783360937,28.034,off_track,0.0
1,1.0,-3.866025822256021,-0.8600627776459217,179.9958235565535,9.271957192399263,1.999283565437967,[9.271957192399263 1.999283565437967],0.0,False,True,0.23369798911707096,9,59.90599783360937,28.173,prepare,0.0
1,2.0,-3.866026709210801,-0.8600563906368809,179.9932938383816,30.0,3.4628093931481807,[30.0 3.4628093931481807],5.0,False,True,0.23369947094254856,9,59.90599783360937,28.233,in_progress,0.0
1,3.0,-3.86854423454351,-0.8600485399277867,179.8832425845999,-2.651008442146864,2.238503630174025,[-2.651008442146864 2.238503630174025],5.0,False,True,0.23790193200719928,9,59.90599783360937,28.298000000000002,in_progress,0.0
1,4.0,-3.883178709348264,-0.8540898582174702,178.22277236015677,21.148427019777827,1.8807175748847702,[21.148427019777827 1.8807175748847702],5.0,False,True,0.26233216047393815,9,59.90599783360937,28.369,in_progress,0.0
1,5.0,-3.9221456240093224,-0.8640656566412196,-179.12849383737662,0.3504606201565714,3.111175974280961,[0.3504606201565714 3.111175974280961],5.0,False,True,0.32735152675330903,9,59.90599783360937,28.44,in_progress,0.0
1,6.0,-3.968518490517091,-0.8828445904900981,-174.78003136019612,-29.710335593619234,0.6433529221504826,[-29.710335593619234 0.6433529221504826],5.0,False,True,0.40463846956896865,9,59.90599783360937,28.502,in_progress,0.0
1,7.0,-4.026210372623484,-0.8928452976995448,-172.85181047741483,-0.16293184632743873,4.0,[-0.16293184632743873 4.0],5.0,False,True,0.5008768617178222,9,59.90599783360937,28.569,in_progress,0.0
1,8.0,-4.07923381153234,-0.8955301347054858,-173.60042177198432,-1.1401781540515472,1.2243089637697508,[-1.1401781540515472 1.2243089637697508],5.0,False,True,0.5893698391420322,10,59.90599783360937,28.632,in_progress,0.0
1,9.0,-4.153018766402382,-0.9052748037561946,-173.31212125449647,27.610736042294263,0.5,[27.610736042294263 0.5],5.0,False,True,0.7124735654406738,10,59.90599783360937,28.705,in_progress,0.0
1,10.0,-4.215377431220938,-0.9170270416702656,-172.43602082170526,1.9060231853103744,4.0,[1.9060231853103744 4.0],5.0,False,True,0.8164907087366412,10,59.90599783360937,28.773,in_progress,0.0
1,11.0,-4.280277686856704,-0.9331055730603666,-170.90026258405624,30.0,0.7149064509657701,[30.0 0.7149064509657701],5.0,False,True,0.9224049832008273,10,59.90599783360937,28.838,in_progress,0.0
1,12.0,-4.339366525942238,-0.9568900884968154,-167.88776592810268,-11.092190660707267,3.375136697038446,[-11.092190660707267 3.375136697038446],4.0,False,True,1.020125652504484,10,59.90599783360937,28.906,in_progress,0.0
1,13.0,-4.399253720246286,-0.9832358836611788,-165.14290896862832,-20.129375003314063,1.0968594086243517,[-20.129375003314063 1.0968594086243517],4.0,False,True,1.1190827765580114,10,59.90599783360937,28.969,in_progress,0.0
1,14.0,-4.480638291314059,-1.002079363653921,-165.408074191693,30.0,3.5179354445440034,[30.0 3.5179354445440034],4.0,False,True,1.2541969309219483,11,59.90599783360937,29.041,in_progress,0.0
1,15.0,-4.559385416876161,-1.0175563763776654,-165.8915921722201,23.75909142413193,0.9426043667225913,[23.75909142413193 0.9426043667225913],4.0,False,True,1.3850355874025042,11,59.90599783360937,29.102,in_progress,0.0
1,16.0,-4.637637662930305,-1.0478024940823538,-163.3115958634853,14.801256856981219,4.0,[14.801256856981219 4.0],3.0,False,True,1.5006261734395288,11,59.90599783360937,29.164,in_progress,0.0
1,17.0,-4.723035150412857,-1.090782731658327,-159.5753982073125,-9.828248899016344,1.4410807861137944,[-9.828248899016344 1.4410807861137944],3.0,False,True,1.6382857019868315,11,59.90599783360937,29.241,in_progress,0.0
1,18.0,-4.791794363745111,-1.1294980715170324,-156.4539323065005,30.0,1.4746495219145201,[30.0 1.4746495219145201],2.0,False,True,1.7486848212203323,12,59.90599783360937,29.305,in_progress,0.0
1,19.0,-4.873108305784183,-1.1812347379337396,-153.2039710154678,30.0,2.0294081023252195,[30.0 2.0294081023252195],2.0,False,True,1.8786046814998694,12,59.90599783360937,29.372,in_progress,0.0
1,20.0,-4.9496543867762375,-1.251710373856525,-147.0965359653804,6.74117741875682,4.0,[6.74117741875682 4.0],1.5,False,True,1.9664894317056814,12,59.90599783360937,29.438,in_progress,0.0
1,21.0,-5.020684907127185,-1.3317792620482076,-140.712058711488,30.0,2.147499955992755,[30.0 2.147499955992755],1.001,False,False,2.061179743503963,12,59.90599783360937,29.506,in_progress,0.0
1,22.0,-5.084609916468324,-1.4413934555195504,-130.08186391381986,13.653284522882203,2.1401013540394915,[13.653284522882203 2.1401013540394915],1.001,False,False,2.145312216710145,12,59.90599783360937,29.569,in_progress,0.0
1,23.0,-5.1323186801209255,-1.5293700019748737,-120.66951324789737,24.331393278044708,4.0,[24.331393278044708 4.0],1.001,True,False,2.2068745771610194,12,59.90599783360937,29.638,off_track,0.0
2,1.0,-6.536309302452708,0.05412214803770188,120.73822350677152,-13.811891793598363,4.0,[-13.811891793598363 4.0],0.0,False,True,0.23369986935507375,18,59.90599783360937,29.762,prepare,0.0
2,2.0,-6.53619418045838,0.05419017456893152,120.68145599352437,30.0,0.5,[30.0 0.5],5.0,False,True,0.23369947094254995,18,59.90599783360937,29.838,in_progress,0.0
2,3.0,-6.536516221509411,0.054611188083415724,120.47907822001545,-0.3470608667285511,3.271458895840478,[-0.3470608667285511 3.271458895840478],5.0,False,True,0.23457818950465836,18,59.90599783360937,29.883,in_progress,0.0
2,4.0,-6.556113255012901,0.07765462568143475,121.73299160377141,23.720075799872134,4.0,[23.720075799872134 4.0],5.0,False,True,0.28435188876583944,18,59.90599783360937,29.973,in_progress,0.0
2,5.0,-6.578312404557697,0.10292515105976453,123.0507110312754,4.972505619747224,3.08465150518764,[4.972505619747224 3.08465150518764],5.0,False,True,0.3345280739898343,18,59.90599783360937,30.041,in_progress,0.0
2,6.0,-6.622396734416297,0.1446091504631496,126.3816294977714,21.757930462187836,1.583738531823539,[21.757930462187836 1.583738531823539],5.0,False,True,0.42399472688017803,18,59.90599783360937,30.107,in_progress,0.0
2,7.0,-6.686219680867817,0.18306389497960954,132.71292952752998,30.0,2.052246796642214,[30.0 2.052246796642214],4.0,False,True,0.5188943098454024,18,59.90599783360937,30.172,in_progress,0.0
2,8.0,-6.797476727781516,0.21951331338909552,144.97702098944433,-30.0,3.494684646295725,[-30.0 3.494684646295725],3.0,False,True,0.6359516501200341,19,59.90599783360937,30.234,in_progress,0.0
2,9.0,-6.861707209851676,0.23116528678516834,151.58649604656182,-15.162487122948617,4.0,[-15.162487122948617 4.0],3.0,False,True,0.6886784482995942,19,59.90599783360937,30.302,in_progress,0.0
2,10.0,-6.965130459056851,0.2583098871561278,158.25313947040857,30.0,2.128994034913804,[30.0 2.128994034913804],2.0,False,True,0.7868364197136629,19,59.90599783360937,30.371,in_progress,0.0
2,11.0,-7.071133389111662,0.28843811787352375,161.9945132893534,30.0,3.9578806174173984,[30.0 3.9578806174173984],1.5,False,True,0.8461452475007278,19,59.90599783360937,30.442,in_progress,0.0
2,12.0,-7.207853078240793,0.3024362187299279,168.09309729752417,7.4168878017282225,0.5,[7.4168878017282225 0.5],1.001,False,False,0.8461452475007278,19,59.90599783360937,30.511,in_progress,0.0
2,13.0,-7.315536613291368,0.30438610083398204,173.57449167504328,12.536089832649004,2.9114290165827135,[12.536089832649004 2.9114290165827135],1.001,False,False,0.8461452475007278,19,59.90599783360937,30.566,in_progress,0.0
2,14.0,-7.461271447188614,0.29810741653948314,178.54316855962267,5.431719029030617,0.5350322492719682,[5.431719029030617 0.5350322492719682],1.001,True,False,0.8461452475007278,19,59.90599783360937,30.644,off_track,0.0
3,1.0,-6.246363282300597,2.9751334326754106,74.20159525725724,5.175197400556158,4.0,[5.175197400556158 4.0],0.0,False,True,0.2336994412420218,27,59.90599783360937,30.766,prepare,0.0
3,2.0,-6.246361440639186,2.97513293007678,74.20138609536025,9.167888038461264,3.729959178846896,[9.167888038461264 3.729959178846896],5.0,False,True,0.23369947094255272,27,59.90599783360937,30.841,in_progress,0.0
3,3.0,-6.246096695874289,2.9788472262809367,74.36186659856773,4.141350088155377,0.5,[4.141350088155377 0.5],5.0,False,True,0.23978578257246863,27,59.90599783360937,30.903,in_progress,0.0
3,4.0,-6.2491849611134125,2.9917503117702893,74.51979042836243,-12.369537042403593,1.2580460871416579,[-12.369537042403593 1.2580460871416579],5.0,False,True,0.25910749442709935,27,59.90599783360937,30.965,in_progress,0.0
3,5.0,-6.241795660406312,3.0173550273878873,74.38042786998338,-9.671346936397025,2.6931732971913624,[-9.671346936397025 2.6931732971913624],5.0,False,True,0.3033026056195126,27,59.90599783360937,31.041,in_progress,0.0
3,6.0,-6.229295060595572,3.0560498246203207,74.0089306455711,10.40480710082715,1.51386943008356,[10.40480710082715 1.51386943008356],5.0,False,True,0.3711764213033403,27,59.90599783360937,31.081,in_progress,0.0
3,7.0,-6.219005733207172,3.1054031468404406,74.88280592847663,2.4745542529840208,3.267566431308426,[2.4745542529840208 3.267566431308426],5.0,False,True,0.45496099092746933,27,59.90599783360937,31.169,in_progress,0.0
3,8.0,-6.213862450787393,3.177377475436366,78.00010599344311,30.0,0.5,[30.0 0.5],5.0,False,True,0.5722904659548583,28,59.90599783360937,31.237,in_progress,0.0
3,9.0,-6.20895203747966,3.252108519431538,79.90669498727468,-25.27173832584693,0.9364095253651233,[-25.27173832584693 0.9364095253651233],5.0,False,True,0.6939020909910387,28,59.90599783360937,31.29,in_progress,0.0
3,10.0,-6.200736795802389,3.304564916061673,80.2354166134757,-30.0,0.5,[-30.0 0.5],5.0,False,True,0.7816143472199666,28,59.90599783360937,31.364,in_progress,0.0
3,11.0,-6.1813912953232695,3.3623035841566185,78.1324988136876,-30.0,1.076870106233507,[-30.0 1.076870106233507],5.0,False,True,0.8707002022050603,28,59.90599783360937,31.423000000000002,in_progress,0.0
3,12.0,-6.155567898272934,3.4216666387672423,75.12078877640884,-30.0,1.6992773284279066,[-30.0 1.6992773284279066],5.0,False,True,0.9787152949979894,28,59.90599783360937,31.5,in_progress,0.0
3,13.0,-6.107016600705778,3.4875671608884935,68.41262484825563,19.72109942385253,2.5982859706653323,[19.72109942385253 2.5982859706653323],5.0,False,True,1.1127714634213193,28,59.90599783360937,31.575,in_progress,0.0
3,14.0,-6.053744134527679,3.553214399026929,62.76674008404709,-1.0448068810929705,1.377201396804099,[-1.0448068810929705 1.377201396804099],5.0,False,True,1.2498038343382145,29,59.90599783360937,31.633,in_progress,0.0
3,15.0,-6.014582272343619,3.6358964957289666,63.398836853981884,30.0,0.5,[30.0 0.5],5.0,False,True,1.3913126919224723,29,59.90599783360937,31.702,in_progress,0.0
3,16.0,-5.984874940654272,3.715234846998187,65.29771961813431,15.217386361987195,4.0,[15.217386361987195 4.0],5.0,False,True,1.5165010510081371,29,59.90599783360937,31.765,in_progress,0.0
3,17.0,-5.966030017523634,3.7982229588624326,69.28617875317582,-4.440394854788703,4.0,[-4.440394854788703 4.0],4.0,False,True,1.6347688314988063,29,59.90599783360937,31.83,in_progress,0.0
3,18.0,-5.952123201574935,3.8812125402523594,72.88915505731165,-2.3099595805305775,0.5,[-2.3099595805305775 0.5],4.0,False,True,1.747065546859694,30,59.90599783360937,31.904,in_progress,0.0
3,19.0,-5.935483385123337,3.970954964802173,76.29369710047818,-22.924828943322503,0.5503031216008545,[-22.924828943322503 0.5503031216008545],3.0,False,True,1.8704367581291765,30,59.90599783360937,31.975,in_progress,0.0
3,20.0,-5.916118539505695,4.0484875786634325,76.22125487864407,-13.951476626519455,2.9952050071890177,[-13.951476626519455 2.9952050071890177],3.0,False,True,1.931360201407173,30,59.90599783360937,32.017,in_progress,0.0
3,21.0,-5.884477906986108,4.12457232815696,73.56414050638898,0.17728959309267367,2.401820404311354,[0.17728959309267367 2.401820404311354],2.0,False,True,1.9338378152517988,30,59.90599783360937,32.108,in_progress,0.0
3,22.0,-5.849026545414208,4.222979361658751,72.25840462015196,30.0,4.0,[30.0 4.0],1.5,False,True,2.053513317678976,30,59.90599783360937,32.169,in_progress,0.0
3,23.0,-5.823128692476644,4.315056853661793,73.04775837423539,22.299198204933234,2.514663561016837,[22.299198204933234 2.514663561016837],1.001,False,False,2.1543534462945853,30,59.90599783360937,32.228,in_progress,0.0
3,24.0,-5.813267806143725,4.437074203808536,78.40731942405483,-9.438012354675323,3.4774154534162127,[-9.438012354675323 3.4774154534162127],1.001,False,False,2.25052938369259,31,59.90599783360937,32.296,in_progress,0.0
3,25.0,-5.807985412569768,4.576637417425377,83.31790044170164,13.341807722590048,2.8828796635878664,[13.341807722590048 2.8828796635878664],1.001,True,False,2.3513526174549244,31,59.90599783360937,32.36,off_track,0.0
4,1.0,-3.8210111753718623,4.09722612147131,0.9754584903299272,11.511754583550768,0.7783710112325404,[11.511754583550768 0.7783710112325404],0.0,False,True,0.23369960389843514,36,59.90599783360937,32.494,prepare,0.0
4,2.0,-3.821011307779931,4.097229216847283,0.9762764663591582,11.996259707062855,2.826023965584949,[11.996259707062855 2.826023965584949],5.0,False,True,0.23369947094254995,36,59.90599783360937,32.568,in_progress,0.0
4,3.0,-3.818833384371562,4.097830833941056,1.0573993684833463,6.938839751623256,2.016673067468297,[6.938839751623256 2.016673067468297],5.0,False,True,0.23735162253335218,36,59.90599783360937,32.634,in_progress,0.0
4,4.0,-3.8089597433455182,4.105926754473337,2.902331220013627,-2.3487505028447693,0.5,[-2.3487505028447693 0.5],5.0,False,True,0.2540613840520678,36,59.90599783360937,32.697,in_progress,0.0
4,5.0,-3.784739852117225,4.109509829521298,3.7585631695889186,-12.56723698476807,2.2163257023659306,[-12.56723698476807 2.2163257023659306],5.0,False,True,0.29429375779704003,36,59.90599783360937,32.726,in_progress,0.0
4,6.0,-3.7240533459843728,4.1078080734383295,2.3894256672829624,0.07517774648042064,3.5628433758203024,[0.07517774648042064 3.5628433758203024],5.0,False,True,0.39559030343032653,36,59.90599783360937,32.838,in_progress,0.0
4,7.0,-3.6873718608685104,4.106778112745135,1.8868627056888456,3.1201232320125882,0.5,[3.1201232320125882 0.5],5.0,False,True,0.456818205218959,36,59.90599783360937,32.904,in_progress,0.0
4,8.0,-3.633130879657087,4.110742039044765,2.0556312929245326,-9.06619890324431,1.0300598095968438,[-9.06619890324431 1.0300598095968438],5.0,False,True,0.5473757147204661,37,59.90599783360937,32.966,in_progress,0.0
4,9.0,-3.575840125377157,4.10866184774312,1.0672280778045764,23.010040407381233,2.1497647857184514,[23.010040407381233 2.1497647857184514],5.0,False,True,0.6430024478186247,37,59.90599783360937,33.036,in_progress,0.0
4,10.0,-3.485420428071968,4.112370405820413,1.7750401048536484,-21.97887634363787,2.2653477258301358,[-21.97887634363787 2.2653477258301358],5.0,False,True,0.7939513782491275,37,59.90599783360937,33.098,in_progress,0.0
4,11.0,-3.4159666003722227,4.124815479972974,4.12934518203447,-0.9900918512714583,1.5183122047238267,[-0.9900918512714583 1.5183122047238267],5.0,False,True,0.9105029783606639,37,59.90599783360937,33.167,in_progress,0.0
4,12.0,-3.323147166399739,4.132531351790639,4.310441980939626,26.24358902920241,2.8388556055631367,[26.24358902920241 2.8388556055631367],5.0,False,True,1.065622774675995,37,59.90599783360937,33.222,in_progress,0.0
